날짜,지점명,담당자명,병원명,segment,activities,품목,품목규격,처방수량,처방금액,월
2025-01-21,강원지점,강원지점_사원1,춘천_C_병원_5,일반의원,대면,데이터패치,10매,18,54000,1
2025-01-21,강원지점,강원지점_사원1,춘천_C_병원_5,일반의원,대면,담솔정,10mg,35,29820,1
2025-01-27,경기북부,경기북부_사원3,해운대_A_병원_4,일반의원,니즈환기,포트폴듀오정,50mg,8,1840,1
2025-01-27,경기북부,경기북부_사원3,해운대_A_병원_4,일반의원,니즈환기,인장캡슐,400mg,17,36465,1
2025-01-09,경기북부,경기북부_사원7,수원_C_병원_2,종합병원,대면,베라스트정,300mg,271,143630,1
2025-01-09,경기북부,경기북부_사원7,수원_C_병원_2,종합병원,대면,베라스트정,600mg,31,19530,1
2025-01-16,강원지점,강원지점_사원4,수원_B_병원_7,일반의원,대면,담솔정,10mg,19,16188,1
2025-01-17,대구지점,대구지점_1팀장,수원_B_병원_10,상급종합,접근,인장캡슐,200mg,327,402210,1
2025-01-17,대구지점,대구지점_1팀장,수원_B_병원_10,상급종합,접근,담솔정,5mg,560,288400,1
2025-01-05,경기북부,경기북부_사원3,송파_B_병원_10,종합병원,클로징,아키정,100mg,144,216000,1
2025-01-05,경기북부,경기북부_사원3,송파_B_병원_10,종합병원,클로징,인장캡슐,200mg,102,125460,1
2025-01-11,충청지점,충청지점_사원5,상무_B_병원_9,일반의원,컨택,데이터패치,10매,47,141000,1
2025-01-11,충청지점,충청지점_사원5,상무_B_병원_9,일반의원,컨택,아키정,250mg,17,54400,1
2025-01-23,대전지점,대전지점_사원7,상무_A_병원_5,일반의원,PT,아키정,250mg,48,153600,1
2025-01-23,대전지점,대전지점_사원7,상무_A_병원_5,일반의원,PT,아키정,100mg,47,70500,1
2025-01-27,경기북부,경기북부_사원4,춘천_C_병원_9,상급종합,대면,아키정,100mg,783,1174500,1
2025-01-27,경기북부,경기북부_사원4,춘천_C_병원_9,상급종합,대면,포트폴듀오정,100mg,105,34650,1
2025-01-17,강원지점,강원지점_1팀장,둔산_D_병원_10,종합병원,시연,포트폴듀오정,150mg,267,114810,1
2025-01-19,광주지점,광주지점_사원7,둔산_D_병원_9,일반의원,피드백,벨로정,2.5mg,13,4550,1
2025-01-30,강원지점,강원지점_1팀장,서초_C_병원_3,종합병원,접근,인장캡슐,200mg,172,211560,1
2025-01-30,강원지점,강원지점_1팀장,서초_C_병원_3,종합병원,접근,벨로정,2.5mg,151,52850,1
2025-01-31,서울1본부,서울1본부_사원7,둔산_B_병원_8,종합병원,클로징,베라스트정,300mg,61,32330,1
2025-01-30,부산지점,부산지점_사원4,둔산_C_병원_9,종합병원,클로징,담솔정,10mg,86,73272,1
2025-01-30,부산지점,부산지점_사원4,둔산_C_병원_9,종합병원,클로징,데이터패치,10매,288,864000,1
2025-01-16,서울1본부,서울1본부_사원5,해운대_B_병원_1,상급종합,접근,베라스트정,600mg,230,144900,1
2025-01-30,대구지점,대구지점_사원5,수성구_C_병원_8,일반의원,시연,데이터패치,10매,21,63000,1
2025-01-04,대구지점,대구지점_사원4,마포_C_병원_10,종합병원,시연,인장캡슐,200mg,251,308730,1
2025-01-30,경기북부,경기북부_사원3,송파_B_병원_9,일반의원,대면,벨로정,2.5mg,25,8750,1
2025-01-30,경기북부,경기북부_사원3,송파_B_병원_9,일반의원,대면,담솔정,5mg,37,19055,1
2025-01-18,강원지점,강원지점_사원1,강남_D_병원_6,종합병원,접근,포트폴듀오정,150mg,151,64930,1
2025-01-18,강원지점,강원지점_사원1,강남_D_병원_6,종합병원,접근,담솔정,10mg,235,200220,1
2025-01-29,부산지점,부산지점_사원3,송파_A_병원_7,상급종합,피드백,포트폴듀오정,50mg,791,181930,1
2025-01-17,경기남부,경기남부_사원1,수원_B_병원_10,종합병원,컨택,인장캡슐,200mg,199,244770,1
2025-01-06,서울1본부,서울1본부_사원4,춘천_A_병원_3,종합병원,컨택,베라스트정,600mg,118,74340,1
2025-01-06,서울1본부,서울1본부_사원4,춘천_A_병원_3,종합병원,컨택,담솔정,5mg,68,35020,1
2025-01-03,부산지점,부산지점_사원3,수원_C_병원_7,일반의원,PT,인장캡슐,400mg,20,42900,1
2025-01-02,부산지점,부산지점_사원2,해운대_A_병원_5,종합병원,클로징,베라스트정,600mg,138,86940,1
2025-01-02,부산지점,부산지점_사원2,해운대_A_병원_5,종합병원,클로징,포트폴듀오정,250mg,214,113420,1
2025-01-10,대구지점,대구지점_사원7,송파_D_병원_5,상급종합,피드백,포트폴듀오정,250mg,462,244860,1
2025-01-10,대구지점,대구지점_사원7,송파_D_병원_5,상급종합,피드백,포트폴듀오정,150mg,583,250690,1
2025-01-23,부산지점,부산지점_사원7,상무_A_병원_9,종합병원,컨택,포트폴듀오정,250mg,266,140980,1
2025-01-23,부산지점,부산지점_사원7,상무_A_병원_9,종합병원,컨택,담솔정,10mg,116,98832,1
2025-01-26,경기북부,경기북부_사원4,춘천_C_병원_10,종합병원,컨택,포트폴듀오정,50mg,163,37490,1
2025-01-04,서울2본부,서울2본부_1팀장,강남_C_병원_3,종합병원,대면,포트폴듀오정,50mg,158,36340,1
2025-01-13,서울2본부,서울2본부_사원3,춘천_D_병원_3,종합병원,접근,베라스트정,300mg,50,26500,1
2025-01-13,서울2본부,서울2본부_사원3,춘천_D_병원_3,종합병원,접근,담솔정,10mg,224,190848,1
2025-01-23,경기북부,경기북부_사원4,둔산_B_병원_8,종합병원,PT,아키정,100mg,184,276000,1
2025-01-23,경기북부,경기북부_사원4,둔산_B_병원_8,종합병원,PT,아키정,250mg,51,163200,1
2025-01-31,부산지점,부산지점_사원3,상무_A_병원_6,종합병원,대면,포트폴듀오정,50mg,170,39100,1
2025-01-07,강원지점,강원지점_사원6,서초_B_병원_2,일반의원,대면,베라스트정,300mg,38,20140,1
2025-01-12,광주지점,광주지점_사원2,상무_A_병원_8,상급종합,클로징,아키정,100mg,304,456000,1
2025-01-12,광주지점,광주지점_사원2,상무_A_병원_8,상급종합,클로징,데이터패치,10매,258,774000,1
2025-01-31,서울1본부,서울1본부_사원4,강남_C_병원_10,종합병원,PT,데이터패치,10매,116,348000,1
2025-01-10,광주지점,광주지점_사원3,수원_B_병원_9,종합병원,대면,포트폴듀오정,250mg,276,146280,1
2025-01-25,대구지점,대구지점_사원1,둔산_D_병원_1,상급종합,니즈환기,벨로정,2.5mg,123,43050,1
2025-01-05,광주지점,광주지점_사원2,수성구_A_병원_4,상급종합,시연,인장캡슐,200mg,366,450180,1
2025-01-05,광주지점,광주지점_사원2,수성구_A_병원_4,상급종합,시연,인장캡슐,400mg,444,952380,1
2025-01-11,충청지점,충청지점_사원3,송파_B_병원_2,종합병원,접근,데이터패치,10매,114,342000,1
2025-01-11,충청지점,충청지점_사원3,송파_B_병원_2,종합병원,접근,베라스트정,300mg,292,154760,1
2025-01-26,부산지점,부산지점_1팀장,강남_A_병원_8,종합병원,대면,포트폴듀오정,50mg,262,60260,1
2025-01-26,부산지점,부산지점_1팀장,강남_A_병원_8,종합병원,대면,인장캡슐,400mg,255,546975,1
2025-01-18,대전지점,대전지점_사원2,서초_A_병원_5,종합병원,접근,베라스트정,300mg,293,155290,1
2025-01-18,대전지점,대전지점_사원2,서초_A_병원_5,종합병원,접근,포트폴듀오정,250mg,184,97520,1
2025-01-28,광주지점,광주지점_사원1,강남_C_병원_5,상급종합,피드백,포트폴듀오정,150mg,771,331530,1
2025-01-28,광주지점,광주지점_사원1,강남_C_병원_5,상급종합,피드백,포트폴듀오정,100mg,689,227370,1
2025-01-30,경기남부,경기남부_사원6,마포_A_병원_1,종합병원,대면,포트폴듀오정,50mg,251,57730,1
2025-01-30,경기남부,경기남부_사원6,마포_A_병원_1,종합병원,대면,포트폴듀오정,100mg,210,69300,1
2025-01-14,충청지점,충청지점_사원1,수성구_D_병원_9,일반의원,대면,아키정,100mg,46,69000,1
2025-01-18,대구지점,대구지점_사원1,둔산_A_병원_1,상급종합,PT,베라스트정,600mg,264,166320,1
2025-01-23,서울1본부,서울1본부_사원4,상무_D_병원_7,상급종합,PT,베라스트정,600mg,181,114030,1
2025-01-25,서울2본부,서울2본부_사원5,수성구_C_병원_4,상급종합,접근,베라스트정,600mg,180,113400,1
2025-01-25,서울2본부,서울2본부_사원5,수성구_C_병원_4,상급종합,접근,포트폴듀오정,150mg,638,274340,1
2025-01-13,충청지점,충청지점_사원7,춘천_B_병원_1,일반의원,니즈환기,담솔정,5mg,14,7210,1
2025-01-13,충청지점,충청지점_사원7,춘천_B_병원_1,일반의원,니즈환기,포트폴듀오정,50mg,22,5060,1
2025-01-10,서울1본부,서울1본부_사원1,상무_D_병원_3,종합병원,대면,베라스트정,600mg,139,87570,1
2025-01-10,서울1본부,서울1본부_사원1,상무_D_병원_3,종합병원,대면,포트폴듀오정,150mg,269,115670,1
2025-01-07,경기남부,경기남부_사원2,둔산_B_병원_6,상급종합,클로징,포트폴듀오정,150mg,574,246820,1
2025-01-07,경기남부,경기남부_사원2,둔산_B_병원_6,상급종합,클로징,베라스트정,600mg,704,443520,1
2025-01-05,경기북부,경기북부_사원5,상무_C_병원_4,일반의원,접근,담솔정,10mg,42,35784,1
2025-01-05,경기북부,경기북부_사원5,상무_C_병원_4,일반의원,접근,베라스트정,600mg,19,11970,1
2025-01-03,경기북부,경기북부_사원5,송파_D_병원_7,상급종합,대면,인장캡슐,200mg,674,829020,1
2025-01-03,경기북부,경기북부_사원5,송파_D_병원_7,상급종합,대면,데이터패치,10매,405,1215000,1
2025-01-19,대전지점,대전지점_사원2,강남_A_병원_1,종합병원,니즈환기,인장캡슐,200mg,92,113160,1
2025-01-19,대전지점,대전지점_사원2,강남_A_병원_1,종합병원,니즈환기,아키정,100mg,103,154500,1
2025-01-13,광주지점,광주지점_사원5,둔산_B_병원_9,종합병원,대면,담솔정,10mg,207,176364,1
2025-01-16,강원지점,강원지점_사원1,수원_C_병원_6,일반의원,대면,담솔정,5mg,12,6180,1
2025-01-04,강원지점,강원지점_사원6,둔산_A_병원_7,상급종합,피드백,벨로정,2.5mg,736,257600,1
2025-01-04,강원지점,강원지점_사원6,둔산_A_병원_7,상급종합,피드백,포트폴듀오정,150mg,346,148780,1
2025-01-07,서울1본부,서울1본부_사원5,마포_C_병원_8,종합병원,컨택,인장캡슐,400mg,222,476190,1
2025-01-19,서울1본부,서울1본부_사원7,서초_A_병원_10,종합병원,접근,담솔정,5mg,221,113815,1
2025-01-19,서울1본부,서울1본부_사원7,서초_A_병원_10,종합병원,접근,포트폴듀오정,50mg,84,19320,1
2025-01-02,서울1본부,서울1본부_1팀장,송파_C_병원_10,상급종합,클로징,인장캡슐,400mg,543,1164735,1
2025-01-02,서울1본부,서울1본부_1팀장,송파_C_병원_10,상급종합,클로징,데이터패치,10매,203,609000,1
2025-01-07,대전지점,대전지점_사원7,춘천_A_병원_2,일반의원,피드백,인장캡슐,400mg,31,66495,1
2025-01-07,대전지점,대전지점_사원7,춘천_A_병원_2,일반의원,피드백,아키정,100mg,29,43500,1
2025-01-23,경기남부,경기남부_사원1,수성구_C_병원_8,종합병원,컨택,데이터패치,10매,142,426000,1
2025-01-18,경기남부,경기남부_사원6,수성구_B_병원_3,종합병원,컨택,아키정,250mg,72,230400,1
2025-01-18,경기남부,경기남부_사원6,수성구_B_병원_3,종합병원,컨택,아키정,100mg,74,111000,1
2025-01-04,서울2본부,서울2본부_1팀장,상무_B_병원_9,상급종합,시연,담솔정,10mg,792,674784,1
2025-01-04,서울2본부,서울2본부_1팀장,상무_B_병원_9,상급종합,시연,아키정,250mg,631,2019200,1
2025-01-22,서울2본부,서울2본부_사원3,상무_C_병원_2,상급종합,접근,데이터패치,10매,308,924000,1
2025-01-07,강원지점,강원지점_사원3,상무_C_병원_5,종합병원,컨택,인장캡슐,400mg,231,495495,1
2025-01-26,서울2본부,서울2본부_사원5,수성구_A_병원_5,종합병원,니즈환기,베라스트정,300mg,181,95930,1
2025-01-26,서울2본부,서울2본부_사원5,수성구_A_병원_5,종합병원,니즈환기,인장캡슐,400mg,78,167310,1
2025-01-02,경기남부,경기남부_1팀장,송파_C_병원_5,일반의원,클로징,포트폴듀오정,100mg,36,11880,1
2025-01-02,경기남부,경기남부_1팀장,송파_C_병원_5,일반의원,클로징,베라스트정,300mg,29,15370,1
2025-01-03,서울1본부,서울1본부_사원4,수성구_C_병원_4,종합병원,PT,베라스트정,600mg,240,151200,1
2025-01-03,서울1본부,서울1본부_사원4,수성구_C_병원_4,종합병원,PT,벨로정,2.5mg,95,33250,1
2025-01-05,경기남부,경기남부_사원7,수원_B_병원_10,종합병원,컨택,포트폴듀오정,150mg,245,105350,1
2025-01-05,경기남부,경기남부_사원7,수원_B_병원_10,종합병원,컨택,담솔정,5mg,204,105060,1
2025-01-31,대전지점,대전지점_1팀장,해운대_B_병원_6,상급종합,클로징,담솔정,5mg,220,113300,1
2025-01-18,경기남부,경기남부_1팀장,마포_D_병원_3,일반의원,접근,포트폴듀오정,100mg,7,2310,1
2025-01-10,대구지점,대구지점_사원2,둔산_D_병원_10,종합병원,컨택,포트폴듀오정,250mg,126,66780,1
2025-01-10,대구지점,대구지점_사원2,둔산_D_병원_10,종합병원,컨택,포트폴듀오정,50mg,195,44850,1
2025-01-20,충청지점,충청지점_사원5,송파_A_병원_5,상급종합,컨택,담솔정,5mg,499,256985,1
2025-01-16,광주지점,광주지점_1팀장,서초_B_병원_3,상급종합,니즈환기,담솔정,10mg,677,576804,1
2025-01-07,대구지점,대구지점_사원1,송파_A_병원_6,일반의원,접근,아키정,100mg,9,13500,1
2025-01-04,부산지점,부산지점_사원2,강남_A_병원_3,일반의원,접근,아키정,250mg,37,118400,1
2025-01-15,서울1본부,서울1본부_1팀장,춘천_D_병원_5,일반의원,시연,베라스트정,600mg,31,19530,1
2025-01-04,대전지점,대전지점_1팀장,춘천_C_병원_3,일반의원,니즈환기,포트폴듀오정,250mg,45,23850,1
2025-01-09,강원지점,강원지점_사원7,둔산_C_병원_5,일반의원,피드백,포트폴듀오정,250mg,21,11130,1
2025-01-09,강원지점,강원지점_사원7,둔산_C_병원_5,일반의원,피드백,포트폴듀오정,100mg,23,7590,1
2025-01-06,경기북부,경기북부_사원4,수성구_A_병원_8,종합병원,PT,벨로정,2.5mg,274,95900,1
2025-01-20,부산지점,부산지점_사원6,송파_D_병원_6,일반의원,시연,베라스트정,300mg,38,20140,1
2025-01-20,부산지점,부산지점_사원6,송파_D_병원_6,일반의원,시연,아키정,100mg,41,61500,1
2025-01-05,충청지점,충청지점_사원2,둔산_B_병원_2,종합병원,대면,포트폴듀오정,150mg,108,46440,1
2025-01-05,충청지점,충청지점_사원2,둔산_B_병원_2,종합병원,대면,데이터패치,10매,204,612000,1
2025-01-14,부산지점,부산지점_1팀장,강남_C_병원_9,종합병원,접근,인장캡슐,400mg,177,379665,1
2025-01-14,부산지점,부산지점_1팀장,강남_C_병원_9,종합병원,접근,베라스트정,600mg,111,69930,1
2025-01-01,서울1본부,서울1본부_사원2,수성구_C_병원_8,종합병원,PT,담솔정,5mg,179,92185,1
2025-01-25,대구지점,대구지점_사원3,마포_D_병원_5,종합병원,대면,베라스트정,600mg,41,25830,1
2025-01-01,광주지점,광주지점_사원4,둔산_B_병원_7,일반의원,PT,벨로정,2.5mg,11,3850,1
2025-01-01,광주지점,광주지점_사원4,둔산_B_병원_7,일반의원,PT,아키정,100mg,30,45000,1
2025-01-04,경기남부,경기남부_사원3,둔산_B_병원_10,일반의원,컨택,포트폴듀오정,150mg,34,14620,1
2025-01-17,광주지점,광주지점_사원4,송파_B_병원_9,상급종합,클로징,데이터패치,10매,125,375000,1
2025-01-17,광주지점,광주지점_사원4,송파_B_병원_9,상급종합,클로징,포트폴듀오정,100mg,271,89430,1
2025-01-30,광주지점,광주지점_1팀장,상무_D_병원_9,종합병원,컨택,포트폴듀오정,50mg,249,57270,1
2025-01-07,대구지점,대구지점_사원6,송파_B_병원_6,종합병원,접근,아키정,250mg,41,131200,1
2025-01-07,대구지점,대구지점_사원6,송파_B_병원_6,종합병원,접근,인장캡슐,200mg,252,309960,1
2025-01-16,광주지점,광주지점_사원1,수원_A_병원_4,종합병원,시연,포트폴듀오정,50mg,113,25990,1
2025-01-16,광주지점,광주지점_사원1,수원_A_병원_4,종합병원,시연,담솔정,10mg,43,36636,1
2025-01-04,서울1본부,서울1본부_사원4,춘천_B_병원_2,일반의원,컨택,아키정,250mg,18,57600,1
2025-01-19,부산지점,부산지점_사원4,마포_C_병원_8,종합병원,시연,아키정,100mg,82,123000,1
2025-01-19,부산지점,부산지점_사원4,마포_C_병원_8,종합병원,시연,아키정,250mg,152,486400,1
2025-01-19,부산지점,부산지점_사원2,수원_C_병원_7,일반의원,컨택,포트폴듀오정,250mg,31,16430,1
2025-01-19,부산지점,부산지점_사원2,수원_C_병원_7,일반의원,컨택,베라스트정,300mg,13,6890,1
2025-01-28,경기남부,경기남부_1팀장,상무_C_병원_9,상급종합,니즈환기,데이터패치,10매,219,657000,1
2025-01-28,경기남부,경기남부_1팀장,상무_C_병원_9,상급종합,니즈환기,아키정,100mg,377,565500,1
2025-01-28,강원지점,강원지점_사원3,서초_D_병원_6,상급종합,PT,아키정,250mg,543,1737600,1
2025-01-28,강원지점,강원지점_사원3,서초_D_병원_6,상급종합,PT,데이터패치,10매,532,1596000,1
2025-01-14,충청지점,충청지점_사원1,춘천_A_병원_4,일반의원,PT,벨로정,2.5mg,7,2450,1
2025-01-14,충청지점,충청지점_사원1,춘천_A_병원_4,일반의원,PT,인장캡슐,400mg,5,10725,1
2025-01-29,충청지점,충청지점_1팀장,상무_C_병원_4,상급종합,니즈환기,포트폴듀오정,50mg,581,133630,1
2025-01-29,충청지점,충청지점_1팀장,상무_C_병원_4,상급종합,니즈환기,데이터패치,10매,194,582000,1
2025-01-12,광주지점,광주지점_사원2,마포_A_병원_5,종합병원,클로징,아키정,250mg,184,588800,1
2025-01-12,광주지점,광주지점_사원2,마포_A_병원_5,종합병원,클로징,베라스트정,600mg,30,18900,1
2025-01-29,대전지점,대전지점_사원3,마포_C_병원_6,종합병원,클로징,벨로정,2.5mg,254,88900,1
2025-01-03,충청지점,충청지점_사원7,상무_B_병원_4,일반의원,접근,베라스트정,600mg,31,19530,1
2025-01-15,서울2본부,서울2본부_사원1,수성구_B_병원_8,종합병원,대면,포트폴듀오정,50mg,88,20240,1
2025-01-27,경기남부,경기남부_사원5,강남_C_병원_4,일반의원,대면,포트폴듀오정,100mg,41,13530,1
2025-01-24,강원지점,강원지점_사원5,수성구_C_병원_3,종합병원,피드백,아키정,100mg,266,399000,1
2025-01-25,충청지점,충청지점_사원1,상무_C_병원_4,일반의원,클로징,베라스트정,600mg,12,7560,1
2025-01-25,충청지점,충청지점_사원1,상무_C_병원_4,일반의원,클로징,인장캡슐,400mg,6,12870,1
2025-01-10,강원지점,강원지점_사원6,마포_A_병원_2,일반의원,피드백,아키정,100mg,6,9000,1
2025-01-10,강원지점,강원지점_사원6,마포_A_병원_2,일반의원,피드백,아키정,250mg,19,60800,1
2025-01-01,서울2본부,서울2본부_사원1,수원_C_병원_6,상급종합,클로징,포트폴듀오정,50mg,728,167440,1
2025-01-06,부산지점,부산지점_사원3,둔산_D_병원_10,일반의원,PT,포트폴듀오정,100mg,27,8910,1
2025-01-27,충청지점,충청지점_1팀장,송파_C_병원_1,상급종합,PT,담솔정,10mg,600,511200,1
2025-01-27,충청지점,충청지점_1팀장,송파_C_병원_1,상급종합,PT,담솔정,5mg,140,72100,1
2025-01-09,대전지점,대전지점_사원3,춘천_D_병원_6,일반의원,PT,벨로정,2.5mg,23,8050,1
2025-01-09,대전지점,대전지점_사원3,춘천_D_병원_6,일반의원,PT,베라스트정,300mg,33,17490,1
2025-01-22,서울2본부,서울2본부_사원1,춘천_D_병원_10,일반의원,피드백,포트폴듀오정,250mg,22,11660,1
2025-01-13,경기북부,경기북부_사원2,상무_B_병원_7,상급종합,대면,데이터패치,10매,796,2388000,1
2025-01-13,경기북부,경기북부_사원2,상무_B_병원_7,상급종합,대면,아키정,250mg,389,1244800,1
2025-01-23,서울2본부,서울2본부_사원5,수원_C_병원_2,종합병원,시연,인장캡슐,400mg,124,265980,1
2025-01-06,대구지점,대구지점_사원5,둔산_A_병원_8,일반의원,접근,데이터패치,10매,8,24000,1
2025-01-06,대구지점,대구지점_사원5,둔산_A_병원_8,일반의원,접근,포트폴듀오정,250mg,19,10070,1
2025-01-19,강원지점,강원지점_사원5,강남_A_병원_8,일반의원,시연,담솔정,5mg,44,22660,1
2025-01-13,광주지점,광주지점_사원5,수성구_B_병원_6,종합병원,대면,담솔정,5mg,133,68495,1
2025-01-13,광주지점,광주지점_사원5,수성구_B_병원_6,종합병원,대면,인장캡슐,200mg,96,118080,1
2025-01-17,서울2본부,서울2본부_사원2,마포_C_병원_10,종합병원,대면,담솔정,5mg,196,100940,1
2025-01-17,서울2본부,서울2본부_사원2,마포_C_병원_10,종합병원,대면,인장캡슐,200mg,253,311190,1
2025-01-10,대전지점,대전지점_사원1,둔산_C_병원_2,일반의원,컨택,인장캡슐,400mg,32,68640,1
2025-01-15,서울2본부,서울2본부_사원7,춘천_B_병원_6,종합병원,시연,담솔정,5mg,145,74675,1
2025-01-15,서울2본부,서울2본부_사원7,춘천_B_병원_6,종합병원,시연,포트폴듀오정,150mg,275,118250,1
2025-01-03,경기남부,경기남부_사원5,수원_D_병원_1,종합병원,대면,포트폴듀오정,50mg,167,38410,1
2025-01-03,경기남부,경기남부_사원5,수원_D_병원_1,종합병원,대면,베라스트정,300mg,210,111300,1
2025-01-30,부산지점,부산지점_사원7,서초_D_병원_1,일반의원,피드백,담솔정,5mg,6,3090,1
2025-01-30,부산지점,부산지점_사원7,서초_D_병원_1,일반의원,피드백,베라스트정,300mg,50,26500,1
2025-01-09,대구지점,대구지점_사원4,둔산_A_병원_9,일반의원,대면,포트폴듀오정,150mg,32,13760,1
2025-01-09,대구지점,대구지점_사원4,둔산_A_병원_9,일반의원,대면,벨로정,2.5mg,17,5950,1
2025-01-27,경기남부,경기남부_사원6,춘천_B_병원_5,상급종합,시연,인장캡슐,400mg,332,712140,1
2025-01-03,부산지점,부산지점_사원3,수성구_B_병원_8,일반의원,니즈환기,인장캡슐,400mg,50,107250,1
2025-01-05,대전지점,대전지점_1팀장,강남_C_병원_8,상급종합,컨택,아키정,100mg,765,1147500,1
2025-01-05,대전지점,대전지점_1팀장,강남_C_병원_8,상급종합,컨택,데이터패치,10매,358,1074000,1
2025-01-19,부산지점,부산지점_사원7,상무_A_병원_1,일반의원,접근,아키정,100mg,28,42000,1
2025-01-24,경기남부,경기남부_사원1,마포_D_병원_9,일반의원,컨택,담솔정,5mg,8,4120,1
2025-01-24,경기남부,경기남부_사원1,마포_D_병원_9,일반의원,컨택,포트폴듀오정,50mg,10,2300,1
2025-01-23,강원지점,강원지점_사원1,춘천_D_병원_6,종합병원,접근,인장캡슐,200mg,220,270600,1
2025-01-30,대구지점,대구지점_사원6,해운대_B_병원_3,상급종합,시연,아키정,250mg,190,608000,1
2025-01-19,대전지점,대전지점_사원1,서초_D_병원_6,상급종합,PT,담솔정,5mg,581,299215,1
2025-01-19,대전지점,대전지점_사원1,서초_D_병원_6,상급종합,PT,포트폴듀오정,50mg,372,85560,1
2025-01-05,경기북부,경기북부_사원3,송파_B_병원_4,종합병원,니즈환기,인장캡슐,400mg,114,244530,1
2025-01-01,대구지점,대구지점_사원4,수원_B_병원_5,상급종합,피드백,담솔정,10mg,369,314388,1
2025-01-01,대구지점,대구지점_사원4,수원_B_병원_5,상급종합,피드백,벨로정,2.5mg,711,248850,1
2025-01-20,충청지점,충청지점_사원5,수원_B_병원_2,종합병원,대면,베라스트정,300mg,128,67840,1
2025-01-20,충청지점,충청지점_사원5,수원_B_병원_2,종합병원,대면,담솔정,5mg,113,58195,1
2025-01-11,부산지점,부산지점_사원6,수원_B_병원_7,상급종합,PT,베라스트정,600mg,551,347130,1
2025-01-11,부산지점,부산지점_사원6,수원_B_병원_7,상급종합,PT,데이터패치,10매,377,1131000,1
2025-01-06,광주지점,광주지점_사원1,둔산_B_병원_2,일반의원,접근,아키정,250mg,50,160000,1
2025-01-18,대전지점,대전지점_사원6,해운대_C_병원_4,상급종합,대면,포트폴듀오정,100mg,745,245850,1
2025-01-08,대구지점,대구지점_사원3,강남_D_병원_8,종합병원,컨택,포트폴듀오정,100mg,124,40920,1
2025-01-08,대구지점,대구지점_사원3,강남_D_병원_8,종합병원,컨택,담솔정,5mg,110,56650,1
2025-01-09,경기북부,경기북부_1팀장,서초_D_병원_8,일반의원,대면,베라스트정,600mg,28,17640,1
2025-01-09,경기북부,경기북부_1팀장,서초_D_병원_8,일반의원,대면,포트폴듀오정,50mg,21,4830,1
2025-01-15,대전지점,대전지점_사원7,해운대_B_병원_7,일반의원,피드백,인장캡슐,400mg,32,68640,1
2025-01-21,서울2본부,서울2본부_사원4,해운대_C_병원_9,일반의원,피드백,담솔정,5mg,10,5150,1
2025-01-28,경기북부,경기북부_사원6,마포_A_병원_7,일반의원,시연,아키정,100mg,30,45000,1
2025-01-28,경기북부,경기북부_사원6,마포_A_병원_7,일반의원,시연,포트폴듀오정,100mg,34,11220,1
2025-01-24,서울2본부,서울2본부_사원4,둔산_D_병원_10,일반의원,피드백,아키정,100mg,18,27000,1
2025-01-24,서울2본부,서울2본부_사원4,둔산_D_병원_10,일반의원,피드백,담솔정,10mg,13,11076,1
2025-01-23,서울2본부,서울2본부_사원5,춘천_D_병원_6,종합병원,피드백,아키정,250mg,288,921600,1
2025-01-07,충청지점,충청지점_사원2,강남_B_병원_1,상급종합,피드백,포트폴듀오정,100mg,753,248490,1
2025-01-20,광주지점,광주지점_사원4,수원_A_병원_1,상급종합,클로징,인장캡슐,200mg,272,334560,1
2025-01-19,광주지점,광주지점_사원3,마포_B_병원_2,상급종합,PT,포트폴듀오정,100mg,403,132990,1
2025-01-19,광주지점,광주지점_사원3,마포_B_병원_2,상급종합,PT,베라스트정,600mg,437,275310,1
2025-01-13,경기북부,경기북부_1팀장,상무_D_병원_7,종합병원,PT,벨로정,2.5mg,126,44100,1
2025-01-13,경기북부,경기북부_1팀장,상무_D_병원_7,종합병원,PT,인장캡슐,200mg,271,333330,1
2025-01-01,대구지점,대구지점_사원2,해운대_A_병원_2,일반의원,피드백,포트폴듀오정,100mg,38,12540,1
2025-01-21,광주지점,광주지점_사원6,춘천_A_병원_6,일반의원,피드백,포트폴듀오정,50mg,21,4830,1
2025-01-18,강원지점,강원지점_1팀장,마포_B_병원_3,일반의원,피드백,베라스트정,600mg,34,21420,1
2025-01-18,강원지점,강원지점_1팀장,마포_B_병원_3,일반의원,피드백,포트폴듀오정,100mg,24,7920,1
2025-01-03,서울1본부,서울1본부_사원5,해운대_C_병원_4,종합병원,클로징,아키정,100mg,46,69000,1
2025-01-03,대구지점,대구지점_사원4,상무_A_병원_7,상급종합,니즈환기,베라스트정,300mg,146,77380,1
2025-01-03,대구지점,대구지점_사원4,상무_A_병원_7,상급종합,니즈환기,데이터패치,10매,623,1869000,1
2025-01-27,경기북부,경기북부_사원5,강남_D_병원_1,종합병원,시연,아키정,250mg,99,316800,1
2025-01-29,경기남부,경기남부_사원7,송파_C_병원_8,일반의원,니즈환기,베라스트정,600mg,33,20790,1
2025-01-29,경기남부,경기남부_사원7,송파_C_병원_8,일반의원,니즈환기,포트폴듀오정,100mg,14,4620,1
2025-01-16,부산지점,부산지점_사원1,수성구_C_병원_2,일반의원,접근,베라스트정,600mg,11,6930,1
2025-01-14,강원지점,강원지점_사원5,마포_A_병원_4,상급종합,대면,벨로정,2.5mg,398,139300,1
